CRBT CUTS,SONG,FILM/ALBUM,ALBUM CATEGORY,LANGUAGE,GENRE/ Category,Sub Category,Description,Physical File name,Physical artwork name,Track Duration,Track no.,UPC ID,DATE OF MOVIE RELEASE,DATE OF MUSIC RELEASE,GO LIVE DATE,DATE OF EXPIRY,Film Banner,Director,Producer,Star cast,ISRC,LABEL,Publisher,IPRS Ownership (Yes/No),LYRICIST,IPRS member  (Yes/No),ISWC,COMPOSER,IPRS member  (Yes/No),ARTIST1/ Singer,SOUND RECORDING RIGHTS,MUSICAL & LITERARY WORKS,PAY To Rights,Mood,Time
Akash Nila Nila Sopun,Akash Nila Nila Sopun,Dipawalir Rati,Film,Assamese,Song,Regional,Regional,Akash Nila Nila Sopun.wav,Dipawalir Rati.jpg,3:52,1,,16-10-2022,20-10-2022,20-10-2022,,Hridoi,Chafikhur Rahman,Chafikhur Rahman,,INF232200812,HRIDOI,HRIDOI,No,Banjit Pathak,No,,Amit Soukadhara,No,Tanmay Jyoti Pathak,Amit Soukadhara,Banjit Pathak,Pdl,Romantic,0:00:21
